PortfolioName|PortfolioId|MasterPortfolioId|EffectiveDate|ConstituentName|CompanyId|PerformanceId|RIC|CUSIP|ISIN|SEDOL|Ticker|MIC|SectorId|IndustryId|GICSSubInd|CountryOfClassification|CountryOfDomicile|Region|MarketSegment|Currency|LocalPrice|FxRate|BaseCurrency|BaseCurrencyPrice|TotalOutstandingShares|MarketCap|Size|FloatFactor|WeightAdjustmentFactor|IndexShares|IndexMarketValue|IndexWeight|Dividend|NetDividend|PriceReturn|TotalReturn|NetReturn|ReturnPeriod|FileType|BloombergTicker|TaxRate|OpenIndexMarketValue|ReconRebal|RefDataId2|PublishDateTime
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Jinqiao Export Processing Zone Development Co.,ltd. B|0C00000OUB|0P00007XM1|900911.SS||||900911|XSHG|104|10410010||CN|CN|EAS|E|USD|0.979|1|USD|0.979|272176189|266460489.031|SML|1|13.8314618957974|3764594600.9283133|3685538114.308819|0.00046351958571885516|||||||OPN|900911 CH||3685538114.308819|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Mechanical And Electrical Industry Co.,ltd. B|0C00000OK9|0P00007XMF|900925.SS||||900925|XSHG|310|31070020||CN|CN|EAS|E|USD|1.107|1|USD|1.107|216235008|239372153.856|MID|0.972198|0.554616653247348|116593311.08343853|129068795.36936645|0.00001623261317704758|||||||OPN|900925 CH||129068795.36936645|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Baosight Software Co.,ltd. B|0C00000OJT|0P00007XMG|900926.SS||||900926|XSHG|311|31110020||CN|CN|EAS|E|USD|2.649|1|USD|2.649|603208320|1597898839.68|LRG|0.974516|0.554616653247348|326023723.2583712|863636842.9114252|0.00010861713519761495|||||||OPN|900926 CH||863636842.9114252|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Lujiazui Finance & Trade Zone Development Co.,ltd. B|0C00000OS6|0P00007XML|900932.SS||||900932|XSHG|104|10410010||CN|CN|EAS|E|USD|0.63|1|USD|0.63|1100736000|693463680|MID|0.96921|0.554616653247348|591689636.5880278|372764471.05045754|0.0000468815211871496|||||||OPN|900932 CH||372764471.05045754|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Jin Jiang International Hotel (Group) Co Ltd Shs B|0C00000ONC|0P00007XMN|900934.SS||||900934|XSHG|102|10290030||CN|CN|EAS|E|USD|1.857|1|USD|1.857|156000000|289692000|LRG|1|0.554616653247348|86520197.90658629|160668007.51253074|0.00002020675569500892|||||||OPN|900934 CH||160668007.51253074|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Inner Mongolia ERDOS Resources Co Ltd Common Stock B|0C00000P21|0P00007XMP|900936.SS||||900936|XSHG|102|10240010||CN|CN|EAS|E|USD|1.144|1|USD|1.144|823200000|941740799.9999999|MID|0.570384|0.96466610303054|452949426.97263175|518174144.45669067|0.00006516927984987919|||||||OPN|900936 CH||518174144.45669067|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Zhenhua Heavy Industries Co Ltd Common Stock B|0C00000P1E|0P00007XMZ|900947.SS||||900947|XSHG|310|31070020||CN|CN|EAS|E|USD|0.239|1|USD|0.239|1946355840|465179045.76|MID|0.528988|0.554616653247348|571032686.7265389|136476812.12764278|0.00001716429825322771|||||||OPN|900947 CH||136476812.12764278|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Inner Mongolia Yitai Coal Company Limited B|0C00000OH5|0P00007XN0|900948.SS||||900948|XSHG|309|30920010||CN|CN|EAS|E|USD|1.377|1|USD|1.377|2928000000|4031856000|MID|0.76506|0.96466610303054|2160944370.0411477|2975620397.5466604|0.00037423526528528863|||||||OPN|900948 CH||2975620397.5466604|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Konka Group Co Ltd B HKD|0C00000P7O|0P000080YN|200016.SZ||||200016|XSHE|311|31120030||CN|CN|EAS|E|HKD|1.46|0.12766419210907629|USD|0.18638972047925137|811351607|151227599.2391214|SML|0.656342|13.8314618957974|7365587310.862493|1372869760.0371807|0.0001726619024635209|||||||OPN|200016 CH||1372869760.0371807|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|First Tractor|0C00000VDD|0P00009RPW|0038.HK||||00038|XHKG|310|31050010||CN|CN|EAS|E|HKD|3.82|0.12766419210907629|USD|0.4876772138566714|391940000|191140207.1989838|SML|1|1.40571603926956|550956344.4313114|268688855.0089185|0.00003379222867821678|||||||OPN|38 HK||268688855.0089185|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Lvgem (China) Real Estate Investment Co Ltd Common Stock|0C00000VC0|0P00009RR6|0095.HK||||00095|XHKG|104|10410010||CN|KY|EAS|E|HKD|1.52|0.12766419210907629|USD|0.19404957200579595|5097703975|989207274.5609947|SML|0.22|1.40571603926956|1576503333.0432522|305919797.0427539|0.00003847465775429824|||||||OPN|95 HK||305919797.0427539|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Sichuan Expressway|0C00000VBO|0P00009RRH|0107.HK||||00107|XHKG|310|31040020||CN|CN|EAS|E|HKD|2.28|0.12766419210907629|USD|0.2910743580086939|895320000|260604694.21234384|SML|0.756055|1.40571603926956|951544878.4274251|276970314.60472345|0.00003483376416148632|||||||OPN|107 HK||276970314.60472345|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Yuexiu Property Co Ltd|0C00000VB5|0P00009RRP|0123.HK||||00123|XHKG|104|10410010||CN|HK|EAS|E|HKD|9.06|0.12766419210907629|USD|1.1566375805082312|4025392912|4655920718.330663|MID|0.365374|0.96466610303054|1418805736.386281|1641044034.1450274|0.00020638941377382943|||||||OPN|123 HK||1641044034.1450274|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Kunlun Energy Company Ltd Common Stock|0C00000VAU|0P00009RS0|0135.HK||||00135|XHKG|309|30910050||CN|BM|EAS|E|HKD|6.15|0.12766419210907629|USD|0.7851347814708192|8658801708|6798326386.809735|LRG|0.424201|0.964666103030539|3543288383.5945215|2781958950.7415767|0.00034987901911209146|||||||OPN|135 HK||2781958950.7415767|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Merchants Port Holdings Co Ltd Shs|0C00000VAL|0P00009RS7|0144.HK||||00144|XHKG|310|31080040||CN|HK|EAS|E|HKD|11.08|0.12766419210907629|USD|1.4145192485685651|4003383046|5662862377.960053|LRG|0.30911|0.964666103030539|1193760539.9457264|1688597261.9348335|0.00021237004720131984|||||||OPN|144 HK||1688597261.9348335|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Kingboard Holdings Ltd Shs|0C00000VAH|0P00009RSA|0148.HK||||00148|XHKG|310|31030010||CN|KY|EAS|E|HKD|21.95|0.12766419210907629|USD|2.8022290167942243|1108311735|3105743303.470551|MID|0.566907|0.96466610303054|606109051.7758573|1698456372.2279403|0.00021360999929973258|||||||OPN|148 HK||1698456372.2279403|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shenzhen International Hldgs Ltd|0C00000VAF|0P00009RSB|0152.HK||||00152|XHKG|310|31040020||CN|BM|EAS|E|HKD|7.01|0.12766419210907629|USD|0.8949259866846248|2387809198|2136912502.5347724|MID|0.556445|0.96466610303054|1281736888.8722486|1147059649.9440784|0.0001442624108736441|||||||OPN|152 HK||1147059649.9440784|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Everbright Ltd|0C00000VA3|0P00009RSM|0165.HK||||00165|XHKG|103|10310010||CN|HK|EAS|E|HKD|4.76|0.12766419210907629|USD|0.6076815544392031|1685253711|1024097594.7249156|SML|0.502313|13.8314618957974|11708676176.687334|7115146539.474625|0.0008948516265513452|||||||OPN|165 HK||7115146539.474625|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Tsingtao Brewery Company Limited Common Stock|0C00000DYJ|0P00009RSO|0168.HK||||00168|XHKG|205|20510010||CN|CN|EAS|E|HKD|72.95|0.12766419210907629|USD|9.313102814357116|655069178|6100726605.230402|LRG|0.84|0.554616653247348|305182311.1241951|2842194240.6227503|0.0003574546392102743|||||||OPN|168 HK||2842194240.6227503|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Geely Automobile Hldgs|0C00000V9U|0P00009RSU|0175.HK||||00175|XHKG|102|10200020||CN|KY|EAS|E|HKD|10.16|0.12766419210907629|USD|1.297068191828215|10056973785|13044580802.57371|LRG|0.569799|0.964666103030539|5527974348.976122|7170159693.299212|0.0009017704735362292|||||||OPN|175 HK||7170159693.299212|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Jiangsu Expressway Company Limited H|0C00000P03|0P00009RSW|0177.HK||||00177|XHKG|310|31040020||CN|CN|EAS|E|HKD|7.31|0.12766419210907629|USD|0.9332252443173475|1222000000|1140401248.5557988|LRG|1|0.964666103030539|1178821977.9033186|1100106428.3354833|0.00013835723850717593|||||||OPN|177 HK||1100106428.3354833|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Alibaba Health Information Technology Ltd Shs|0C00000V86|0P00009RU8|0241.HK||||00241|XHKG|206|20645020||CN|BM|EAS|E|HKD|4.79|0.12766419210907629|USD|0.6115114802024754|13520120042|8267708619.398574|LRG|0.345832|0.554616653247348|2593215625.035461|1585781125.349622|0.00019943915582071935|||||||OPN|241 HK||1585781125.349622|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Everbright Environment Group Ltd Shs|0C00000V7T|0P00009RUK|0257.HK||||00257|XHKG|310|31090010||CN|HK|EAS|E|HKD|3.13|0.12766419210907629|USD|0.3995889213014088|6142975292|2454664870.5114865|MID|0.56741|0.96466610303054|3362426287.5964227|1343588293.216155|0.0001689792561445403|||||||OPN|257 HK||1343588293.216155|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|CITIC Ltd Shs|0C00000V7J|0P00009RUT|0267.HK||||00267|XHKG|310|31030010||CN|HK|EAS|E|HKD|9.56|0.12766419210907629|USD|1.2204696765627694|29090262629|35503783421.94165|LRG|0.21671|0.964666103030539|6081400599.186142|7422165022.337342|0.0009334644628782994|||||||OPN|267 HK||7422165022.337342|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Kingdee International Software Grp|0C00000V7I|0P00009RUU|0268.HK||||00268|XHKG|311|31110020||CN|KY|EAS|E|HKD|11.02|0.12766419210907629|USD|1.4068593970420207|3475540270|4889596488.647462|LRG|0.746614|0.554616653247348|1439167556.7461708|2024706401.126356|0.00025464153215748415|||||||OPN|268 HK||2024706401.126356|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Guangdong Investment Ltd|0C00000V7G|0P00009RUW|0270.HK||||00270|XHKG|207|20720010||CN|HK|EAS|E|HKD|6.81|0.12766419210907629|USD|0.8693931482628094|6537821439|5683937163.632301|LRG|0.433882|0.964666103030539|2736413389.043851|2379019051.2493377|0.0002992024206102017|||||||OPN|270 HK||2379019051.2493377|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shui On Land Ltd|0C00000V7E|0P00009RUY|0272.HK||||00272|XHKG|104|10410010||CN|KY|EAS|E|HKD|0.9|0.12766419210907629|USD|0.11489777289816866|8027265324|922314908.1902963|SML|0.433913|13.8314618957974|48176845967.2033|5535412306.889777|0.0006961729711357994|||||||OPN|272 HK||5535412306.889777|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Resources Beer (Holdings) Company Ltd shs|0C00000N6L|0P00009RVB|0291.HK||||00291|XHKG|205|20510010||CN|HK|EAS|E|HKD|52|0.12766419210907629|USD|6.638537989671967|3243999999|21535417231.857323|LRG|0.480448|0.554616653247348|864410714.1420747|5738423364.511638|0.0007217050911157548|||||||OPN|291 HK||5738423364.511638|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Sinofert Holdings Ltd.|0C00000V6S|0P00009RVH|0297.HK||||00297|XHKG|101|10110010||CN|BM|EAS|E|HKD|0.97|0.12766419210907629|USD|0.123834266345804|7024456000|869868355.2383809|SML|0.250009|13.8314618957974|24290498302.13588|3007996036.4189944|0.0003783070567719171|||||||OPN|297 HK||3007996036.4189944|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Travel Int'l Investment HK Ltd|0C00000V6K|0P00009RVR|0308.HK||||00308|XHKG|102|10290020||CN|HK|EAS|E|HKD|1.55|0.12766419210907629|USD|0.19787949776906824|5536633708|1095586297.470334|SML|0.388528|1.40571603926956|3023888095.1998873|598365457.5880181|0.00007525471190566862|||||||OPN|308 HK||598365457.5880181|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Orient Overseas (International) Ltd|0C00000V6E|0P00009RVU|0316.HK||||00316|XHKG|310|31080040||CN|BM|EAS|E|HKD|111.1|0.12766419210907629|USD|14.183491743318374|660373296|9366399191.32394|LRG|0.198472|0.964666103030539|126434550.27746117|1793283399.9305425|0.00022553612330995833|||||||OPN|316 HK||1793283399.9305425|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Tingyi (Cayman Islands) Holding Common Stock|0C00000V69|0P00009RW0|0322.HK||||00322|XHKG|205|20525040||CN|KY|EAS|E|HKD|12.26|0.12766419210907629|USD|1.5651629952572752|5634164360|8818385565.469389|LRG|0.329828|0.554616653247348|1030646989.954702|1613130529.8503962|0.00020287881218857478|||||||OPN|322 HK||1613130529.8503962|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Maanshan Iron & Steel|0C00000OL2|0P00009RW1|0323.HK||||00323|XHKG|101|10160020||CN|CN|EAS|E|HKD|1.4|0.12766419210907629|USD|0.1787298689527068|1732930000|309726351.8042142|MID|0.790066|0.96466610303054|1320752407.7632987|236057904.75850636|0.00002968832740991578|||||||OPN|323 HK||236057904.75850636|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Huabao International Hldgs Ltd Common Stock|0C00000V61|0P00009RW9|0336.HK||||00336|XHKG|101|10130020||CN|BM|EAS|E|HKD|2.9|0.12766419210907629|USD|0.37022615711632123|3229926875|1195803414.6979785|SML|0.289949|1.40571603926956|1316472846.0649185|487392682.7466011|0.00006129798346461382|||||||OPN|336 HK||487392682.7466011|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Sinopec Shanghai Petrochemical|0C00000924|0P00009RWB|0338.HK||||00338|XHKG|309|30910050||CN|CN|EAS|E|HKD|1.25|0.12766419210907629|USD|0.15958024013634536|3470472000|553818755.1464628|MID|0.878682|0.554616653247348|1691270915.8254325|269893418.8830393|0.00003394372323086749|||||||OPN|338 HK||269893418.8830393|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Angang Steel Co. Ltd Ordinary Shares H|0C00000ODW|0P00009RWH|0347.HK||||00347|XHKG|101|10160020||CN|CN|EAS|E|HKD|2.1|0.12766419210907629|USD|0.2680948034290602|1411540000|378426538.83225566|MID|1|0.96466610303054|1361664791.0717285|365055254.4986474|0.00004591195507455436|||||||OPN|347 HK||365055254.4986474|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Jiangxi Copper Common Stock H|0C00000N3T|0P00009RWO|0358.HK||||00358|XHKG|101|10150020||CN|CN|EAS|E|HKD|12.28|0.12766419210907629|USD|1.5677162790994568|1387482000|2175178118.3574724|LRG|0.777685|0.964666103030539|1040897818.4757853|1631832454.9035997|0.0002052308998034472|||||||OPN|358 HK||1631832454.9035997|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shanghai Industrial Holdings Ltd.|0C00000V52|0P00009RWS|0363.HK||||00363|XHKG|310|31030010||CN|HK|EAS|E|HKD|11.42|0.12766419210907629|USD|1.457925073885651|1087211599|1585073050.8014119|SML|0.369735|13.8314618957974|5559973555.343714|8106024856.47675|0.0010194715579560586|||||||OPN|363 HK||8106024856.47675|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Gas Hldgs|0C00000V4I|0P00009RX5|0384.HK||||00384|XHKG|207|20720030||CN|BM|EAS|E|HKD|9.09|0.12766419210907629|USD|1.1604675062715035|5435573172|6307806044.067126|LRG|0.494009|0.964666103030539|2590342707.2665753|3006008541.890218|0.0003780570952704961|||||||OPN|384 HK||3006008541.890218|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Petroleum & Chemical Corp Sinopec Common Stock H|0C000007C5|0P00009RX7|0386.HK||||00386|XHKG|309|30910030||CN|CN|EAS|E|HKD|4.65|0.12766419210907629|USD|0.5936384933072048|24780936600|14710917865.965364|LRG|0.909762|0.964666103030539|21748160412.395287|12910545179.417734|0.0016237223350736008|||||||OPN|386 HK||12910545179.417734|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Beijing Enterprises Hldgs Ltd|0C00000V4D|0P00009RXA|0392.HK||||00392|XHKG|310|31030010||CN|HK|EAS|E|HKD|28.9|0.12766419210907629|USD|3.6894951519523045|1260203268|4649513847.76045|MID|0.375799|0.96466610303054|456849590.4630455|1685544349.184802|0.00021198609109796646|||||||OPN|392 HK||1685544349.184802|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Minth Group Ltd.|0C00000V3S|0P00009RXQ|0425.HK||||00425|XHKG|102|10200030||CN|KY|EAS|E|HKD|22.05|0.12766419210907629|USD|2.814995436005132|1161836000|3270563037.386459|MID|0.612312|0.96466610303054|686269374.1137433|1931845156.0002859|0.00024296263899855526|||||||OPN|425 HK||1931845156.0002859|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Dongfeng Motor Grp|0C00000V2R|0P00009RYG|0489.HK||||00489|XHKG|102|10200020||CN|CN|EAS|E|HKD|3.72|0.12766419210907629|USD|0.4749107946457638|2828982000|1343514089.6585622|SML|0.93873|13.8314618957974|36731525557.62706|17444197991.123848|0.0021939068801516922|||||||OPN|489 HK||17444197991.123848|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|China Foods Ltd.|0C00000V2K|0P00009RYN|0506.HK||||00506|XHKG|205|20520010||CN|BM|EAS|E|HKD|2.85|0.12766419210907629|USD|0.36384294751086743|2797223395|1017750004.8831553|SML|0.25902|13.8314618957974|10021403197.07033|3646216877.416899|0.00045857426623800815|||||||OPN|506 HK||3646216877.416899|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Guangshen Railway|0C00000B5Z|0P00009RYX|0525.HK||||00525|XHKG|310|31080030||CN|CN|EAS|E|HKD|2.48|0.12766419210907629|USD|0.31660719643050916|1431300000|453159880.25098777|MID|1|0.554616653247348|793822815.7929292|251330016.1707718|0.00003160905717455506|||||||OPN|525 HK||251330016.1707718|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Gemdale Properties and Investment Corporation Limited|0C00000V1T|0P00009RZ5|0535.HK||||00535|XHKG|104|10410010||CN|BM|EAS|E|HKD|0.455|0.12766419210907629|USD|0.058087207409629714|16613686826|965042672.5004947|SML|0.314975|13.8314618957974|72378601743.94653|4204270851.519609|0.0005287591181814968|||||||OPN|535 HK||4204270851.519609|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Fufeng Group Ltd.|0C00000V1N|0P00009RZA|0546.HK||||00546|XHKG|101|10130020||CN|KY|EAS|E|HKD|4.05|0.12766419210907629|USD|0.5170399780417589|2535939036|1311181863.4886794|SML|0.528753|13.8314618957974|18546404952.007313|9589232809.139431|0.001206010379270636|||||||OPN|546 HK||9589232809.139431|||2023-07-03T23:12:10Z
Morningstar Emerging Markets Factor Tilt|P000000114|702310|2023-07-04|Shenzhen Expressway Corp Ltd Class H|0C00000OWI|0P00009RZC|0548.HK||||00548|XHKG|310|31040020||CN|CN|EAS|E|HKD|6.75|0.12766419210907629|USD|0.861733296736265|747500000|644145639.310358|MID|0.796171|0.96466610303054|574109283.9971563|494729085.98576605|0.00006222066191335424|||||||OPN|548 HK||494729085.98576605|||2023-07-03T23:12:10Z
